Unnamed: 0,Date,Stock,Open,High,Low,Close,Volume,Daily_Return,Volatility_10,Volatility_20,SMA_10,SMA_20,std_10,std_20,Upper_BB_10,Lower_BB_10,Upper_BB_20,Lower_BB_20,Direction,topic_-1_negative,topic_-1_neutral,topic_-1_positive,topic_0_negative,topic_0_neutral,topic_0_positive,topic_1_negative,topic_1_neutral,topic_1_positive,topic_2_negative,topic_2_neutral,topic_2_positive,topic_3_negative,topic_3_neutral,topic_3_positive,topic_4_negative,topic_4_neutral,topic_4_positive,topic_5_negative,topic_5_neutral,topic_5_positive,topic_6_negative,topic_6_neutral,topic_6_positive,topic_7_negative,topic_7_neutral,topic_7_positive,topic_8_negative,topic_8_neutral,topic_8_positive,topic_-1,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8
1285,2024-07-03,COP,108.5803364,110.2324104,108.5414631,109.5618591,5097300,0.006696969,0.010768965,0.013095899,109.0322311,108.3695248,0.843779913,1.321519438,110.719791,107.3446713,111.0125636,105.7264859,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1286,2024-07-03,CRM,304.3003361,305.0660482,300.0739425,300.7402344,6788900,-0.004444143,0.023763718,0.02088545,302.0867157,294.547821,7.475299409,9.685242743,317.0373145,287.1361169,313.9183065,275.1773356,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1287,2024-07-03,CSCO,47.92742611,47.96620323,47.33609162,47.40394974,21224700,-0.005491116,0.007324654,0.008892997,47.1664444,47.47035236,0.377424706,0.668414814,47.92129381,46.41159498,48.80718199,46.13352274,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1288,2024-07-03,CVX,142.3413633,144.4980506,142.293434,143.1752777,8739300,0.007011416,0.010167809,0.012646996,145.1785965,145.655925,2.187826932,2.364933819,149.5542504,140.8029426,150.3857926,140.9260573,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1289,2024-07-03,DIS,109.7055184,110.0821095,108.2189937,109.1901932,8609300,0.001090361,0.012196447,0.02846692,109.6034447,109.2600574,1.984515009,1.823193126,113.5724747,105.6344147,112.9064437,105.6136712,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1290,2024-07-03,F,11.53425217,11.59001848,11.39483771,11.53425217,38971000,0.002423147,0.014600726,0.01500114,11.46826305,11.46805692,0.230905655,0.192013195,11.93007436,11.00645174,11.85208331,11.08403053,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1291,2024-07-03,GE,128.235373,131.9469597,127.863432,131.7649384,14393838,0.043887321,0.015902542,0.013089922,124.8886154,119.9642471,3.10909076,6.073058355,131.1067969,118.6704339,132.1103638,107.8181304,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1292,2024-07-03,GM,39.77325806,39.92177809,38.87224585,38.96135712,15428000,-0.019925475,0.010659775,0.011515079,39.88284607,39.12763977,0.616873044,0.927266411,41.11659216,38.64909998,40.98217259,37.27310695,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1293,2024-07-03,GOOGL,132.1581546,134.2979336,130.9837765,133.7406006,37738200,0.022679079,0.020130004,0.01718796,135.7698944,139.7697678,3.660620573,5.17100429,143.0911356,128.4486533,150.1117763,129.4277592,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1294,2024-07-03,GS,383.4413091,385.9949909,378.7057782,380.0462036,2033100,-0.002926364,0.007033848,0.011930272,381.1246582,377.6719925,1.902161702,4.855152699,384.9289816,377.3203348,387.3822979,367.9616871,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1295,2024-07-03,IBM,191.1516794,192.2642579,189.7585278,190.1455078,4604500,0.001937159,0.011604938,0.013898172,182.9436935,180.768351,4.7267859,4.230152919,192.3972653,173.4901217,189.2286568,172.3080451,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1296,2024-07-03,INTC,45.07976813,45.94078571,44.71358885,45.67357635,50378200,0.036845745,0.029092728,0.023926584,43.24886665,43.18552742,1.315787416,1.001623968,45.88044149,40.61729182,45.18877536,41.18227948,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1297,2024-07-03,JNJ,155.0266277,155.3754382,153.3213401,153.9317474,5188700,-0.002949718,0.006380929,0.007387859,155.6738571,153.7800148,1.073516994,2.401876826,157.8208911,153.5268231,158.5837685,148.9762611,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1298,2024-07-03,JPM,185.6656654,186.2424757,182.458972,183.6712494,7618300,-0.008758639,0.006283442,0.007596875,181.7609344,177.8175797,2.149263115,4.769753198,186.0594607,177.4624082,187.357086,168.2780733,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1299,2024-07-03,KO,57.49669987,57.57376205,57.06323798,57.25588608,13686900,-0.001847169,0.004456337,0.006860671,57.84539833,57.80157166,0.574066914,0.645947195,58.99353216,56.6972645,59.09346605,56.50967727,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1300,2024-07-03,LLY,766.8576618,787.8710984,756.2068298,775.1239014,3977400,0.000500186,0.015394658,0.01770622,767.9802979,757.5261139,11.75290056,17.12806107,791.486099,744.4744967,791.782236,723.2699917,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1301,2024-07-03,MA,470.5265552,470.5961366,463.2578572,464.8985291,2178100,-0.008608962,0.00832399,0.013081931,470.1357666,464.8756561,3.890641256,7.497261628,477.9170491,462.3544841,479.8701794,449.8811329,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1302,2024-07-03,MCD,287.2151501,287.9180572,284.1203988,284.1984863,2237700,-0.006213105,0.005776083,0.00700726,285.8144775,284.2695633,1.76996216,2.690177888,289.3544019,282.2745532,289.6499191,278.8892075,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1303,2024-07-03,META,501.4506303,517.960377,499.5575427,510.3282471,18586400,0.032453842,0.01567356,0.017516942,490.8054657,480.5287003,9.56173385,13.51882989,509.9289334,471.681998,507.56636,453.4910405,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1304,2024-07-03,MRNA,99.09999847,99.91999817,96.51499939,99.48000336,3204700,0.014067328,0.02808403,0.045861138,96.05999908,92.77599983,2.056471142,4.690727264,100.1729414,91.9470568,102.1574544,83.3945453,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1305,2024-07-03,MS,83.3139854,84.32056787,82.8881216,83.37205505,9145700,0.005603464,0.019956987,0.017081467,83.93826065,83.35560303,1.50990933,1.350003135,86.95807931,80.91844199,86.0556093,80.65559676,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1306,2024-07-03,MSFT,403.0429016,406.6751742,399.1922948,406.0400391,18718500,0.017533384,0.012784631,0.012738019,406.0023285,405.9473862,4.615785384,5.062156802,415.2338993,396.7707577,416.0716998,395.8230726,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1307,2024-07-03,NFLX,599.3400269,610.5300293,595.9000244,608.5100098,2742800,0.018103042,0.017167802,0.018177025,601.2150024,586.9030029,11.23670268,19.15417253,623.6884078,578.7415971,625.211348,548.5946579,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1308,2024-07-03,NKE,96.19476527,96.59725743,95.89044705,96.39110565,8133900,0.005736055,0.009783844,0.01332481,99.86486664,101.2866341,2.961328122,2.648740227,105.7875229,93.94221039,106.5841145,95.98915361,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1309,2024-07-03,NVDA,90.12837328,92.73651718,89.57255621,92.6385498,608119000,0.044746262,0.020300869,0.042281244,82.79356155,77.42240334,5.107855338,6.849882931,93.00927223,72.57785088,91.1221692,63.72263747,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1310,2024-07-03,ORCL,112.7225669,113.5733785,111.0901955,113.3161545,7670100,0.020219091,0.013847686,0.01442202,111.1248253,111.3998547,1.304845069,2.325259069,113.7345154,108.5151351,116.0503728,106.7493365,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1311,2024-07-03,PEP,158.5463728,158.6237845,157.2688587,157.8592224,5801600,0.000675051,0.008230344,0.01215723,159.8241135,160.99758,1.925837815,2.258739854,163.6757891,155.9724378,165.5150597,156.4801002,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1312,2024-07-03,PFE,25.59570012,25.70862132,25.18165154,25.20988274,46423800,-0.014711301,0.020173017,0.015596376,25.21647053,25.53829851,0.518463575,0.510363622,26.25339768,24.17954338,26.55902575,24.51757127,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1313,2024-07-03,PYPL,58.45999908,59.05500031,57.95000076,58.5,19447900,0.006538215,0.01228728,0.031317798,59.46500015,59.01049995,0.916833496,1.102683326,61.29866714,57.63133316,61.21586661,56.8051333,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1314,2024-07-03,SHOP,74.26000214,75.95999908,73.19999695,75.33000183,7592500,0.017835423,0.016422427,0.039460684,75.75299911,78.88099976,1.239147458,5.136530503,78.23129403,73.2747042,89.15406076,68.60793875,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1315,2024-07-03,SPGI,427.5204983,427.5204983,423.2227456,423.4907532,1189000,0.001243605,0.007402756,0.014909743,425.4014252,424.7324707,4.193016279,5.196303052,433.7874577,417.0153926,435.1250768,414.3398646,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1316,2024-07-03,T,16.24543903,16.34939349,16.07532944,16.11313057,27325100,-0.00756702,0.011266004,0.012620881,15.99972467,15.98791175,0.169817556,0.14787259,16.33935979,15.66008956,16.28365693,15.69216657,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1317,2024-07-03,TSLA,174.3500061,180.0399933,173.6999969,178.6499939,102129000,0.011951969,0.03137481,0.030087479,192.172998,192.6029999,10.46030306,8.112147796,213.0936042,171.2523919,208.8272955,176.3787043,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1318,2024-07-03,TSM,142.3228469,148.9036948,141.5861862,146.5463715,34675700,0.05389547,0.027622485,0.027830723,131.8828964,129.273645,6.86365,5.773080636,145.6101964,118.1555964,140.8198063,117.7274837,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1319,2024-07-03,UBER,79.40000153,80.07499695,78.26000214,79.41000366,13873300,0.009791509,0.014660483,0.037589574,79.20100021,77.13300056,1.168460363,3.840160223,81.53792094,76.86407949,84.81332101,69.45268012,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1320,2024-07-03,V,278.799995,279.087856,274.114947,276.1994019,5668500,-0.007738008,0.00618253,0.009260436,280.0059875,277.767691,2.313002636,3.390864123,284.6319928,275.3799823,284.5494193,270.9859628,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1321,2024-07-03,VZ,37.56319146,37.73180458,36.88874255,37.0292511,17100600,-0.010017622,0.009317435,0.009020597,37.53696518,37.66342449,0.309039245,0.365424201,38.15504367,36.91888669,38.39427289,36.93257609,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1322,2024-07-03,WFC,55.69635775,56.31141061,55.52062836,55.64754486,18116300,-0.0019262,0.008461163,0.017814922,54.15287285,51.67118702,1.126893831,3.021804754,56.40666051,51.89908519,57.71479653,45.62757751,Down,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1323,2024-07-03,XOM,103.1193117,104.4542569,103.1193117,103.8641739,15195400,0.00561953,0.008804275,0.012435022,101.6624924,100.5561142,1.194718481,1.717452852,104.0519293,99.27305541,103.9910199,97.12120849,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1324,2024-07-03,^DJI,38784.30078,38910.35156,38730.12891,38791.35156,335580000,0.003370337,0.003981668,0.005622343,38923.33828,38788.60293,184.0657566,239.4385573,39291.46979,38555.20677,39267.48004,38309.72582,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1325,2024-07-03,^IXIC,16147.32031,16309.01953,16096.00977,16273.37988,5072790000,0.015085253,0.009389889,0.011395583,16077.49902,15947.58755,129.51743,193.7644089,16336.53388,15818.46416,16335.11637,15560.05873,Up,30,18,8,1,0,0,9,8,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,56,1,19,1,0,1,3,0,0,0
1326,2024-08-03,AAPL,168.2057622,172.8836709,168.1460466,169.9276276,76114600,0.010236737,0.012357973,0.01009076,175.142009,179.2446365,5.70214293,5.96871032,186.5462948,163.7377231,191.1820572,167.3072159,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1327,2024-08-03,ABBV,173.4226221,175.7382626,172.3998659,172.5639038,6195600,-0.009525388,0.009945944,0.00855229,172.4625961,170.8812019,1.425876588,2.224054502,175.3143493,169.610843,175.3293109,166.4330929,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1328,2024-08-03,ADBE,553.0,560.4400024,550.5100098,551.6900024,2831100,-0.007823135,0.019103442,0.024071146,555.9600037,565.6870026,9.088599758,26.80631147,574.1372032,537.7828041,619.2996255,512.0743796,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1329,2024-08-03,AMD,213.4100037,227.3000031,205.6000061,207.3899994,120592600,-0.018875984,0.032730671,0.037804032,196.5610001,184.961499,14.5547081,16.00555605,225.6704163,167.4515839,216.9726111,152.9503869,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1330,2024-08-03,AMZN,176.4400024,178.7899933,174.3300018,175.3500061,37853500,-0.008313546,0.01243168,0.015347572,175.3789993,173.2374992,1.847086516,3.20503792,179.0731724,171.6848263,179.6475751,166.8274234,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1331,2024-08-03,BA,201.8399963,203.8000031,198.4600067,198.4900055,8993600,-0.022361194,0.014852559,0.011859418,201.6859985,202.9860001,2.373844549,2.939073463,206.4336876,196.9383094,208.864147,197.1078531,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1332,2024-08-03,BAC,35.00535152,35.2590863,34.64427143,34.74185944,42749600,-0.000842124,0.010500436,0.012633869,33.91675339,33.2348526,0.76877886,0.929876703,35.45431111,32.37919567,35.09460601,31.37509919,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1333,2024-08-03,BLK,816.9622784,825.9055398,814.8804052,817.2261963,396200,0.005314426,0.010387025,0.011287373,798.230658,786.9406982,14.44251735,16.98974701,827.1156927,769.3456233,820.9201923,752.9612042,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1334,2024-08-03,BP,34.60780307,34.69290437,34.26740146,34.42814636,8779900,-0.000548943,0.00915858,0.008059787,33.76246109,33.70464497,0.531545517,0.39899518,34.82555212,32.69937006,34.50263533,32.90665461,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1335,2024-08-03,C,56.10232761,56.44064134,55.34836551,55.59001923,13026300,-0.003638364,0.009283491,0.011448832,54.33632355,53.61909504,0.931189883,1.19214772,56.19870331,52.47394378,56.00339048,51.2347996,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1336,2024-08-03,COP,109.0468138,110.0186239,108.7066817,109.8145447,5227600,0.002306328,0.01050229,0.012719108,109.1770309,108.3649952,0.841089878,1.316123273,110.8592107,107.4948512,110.9972417,105.7327486,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1337,2024-08-03,CRM,300.5214715,307.1544066,300.5214715,303.5843506,4849800,0.009457053,0.02373247,0.020860216,303.3277863,295.2106171,6.417563995,9.833734227,316.1629142,290.4926583,314.8780855,275.5431486,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1338,2024-08-03,CSCO,47.37486514,48.25702436,47.35547658,47.98559189,19306400,0.012269909,0.008061913,0.009321591,47.22848625,47.44854069,0.456443033,0.642341307,48.14137232,46.31560019,48.7332233,46.16385807,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1339,2024-08-03,CVX,143.1752803,143.7695774,142.2359272,143.6641388,7527400,0.003414424,0.010414807,0.012311509,144.7204224,145.5352913,1.939799476,2.403553765,148.6000213,140.8408234,150.3423988,140.7281838,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1340,2024-08-03,DIS,109.190192,110.3100379,108.3577343,109.3289337,10004800,0.001270632,0.012192339,0.012174505,109.859127,109.2491562,1.727228473,1.822038839,113.313584,106.4046701,112.8932339,105.6050785,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1341,2024-08-03,F,11.5528422,11.63649124,11.28330691,11.32048416,54590300,-0.018533322,0.016048792,0.015538206,11.47198095,11.45351567,0.227876123,0.191605387,11.9277332,11.01622871,11.83672645,11.0703049,Down,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1342,2024-08-03,GE,134.1469885,139.1326791,132.4376067,132.9203491,21242234,0.008768727,0.015895231,0.013030393,126.0464073,121.1081886,3.734620365,6.257571091,133.515648,118.5771666,133.6233308,108.5930464,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
1343,2024-08-03,GM,38.9613623,39.75346421,38.92176023,39.10988235,12917900,0.003812117,0.010457604,0.011511048,39.88156395,39.17537136,0.618639277,0.898708002,41.1188425,38.6442854,40.97278736,37.37795536,Up,6,26,14,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,46,1,4,0,0,0,1,2,1,0
